1,2025-02-10 11:12:21.107000,2025-02-10 13:12:21.107000,Koncert,Rock Festival,5000,Bezpečnostné opatrenia prijaté
969,2024-04-14 13:02:00.000000,2024-04-14 13:48:21.000000,Verejná akcia,Svetový deň dobrovoľníctva,261,Podujatie malo pozitívny ohlas v médiách.
970,2024-12-14 17:56:00.000000,2024-12-14 18:41:25.000000,Neočakávané podujatie,Havária vodovodného potrubia,92,"Veľký záujem verejnosti, vysoká účasť."
971,2024-03-03 10:37:00.000000,2024-03-03 11:17:53.000000,Športové podujatie,Bežecká súťaž na 10 km,1844,Počas podujatia došlo k nepredvídaným komplikáciám.
972,2024-04-23 19:22:00.000000,2024-04-23 20:06:38.000000,Vzdelávacie podujatie,Kurz finančnej gramotnosti,435,Podujatie prebiehalo bez incidentov.
973,2024-10-04 19:08:00.000000,2024-10-04 19:48:54.000000,Vzdelávacie podujatie,Konferencia o ochrane životného prostredia,298,Počas podujatia došlo k nepredvídaným komplikáciám.
974,2024-10-20 08:03:00.000000,2024-10-20 08:51:42.000000,Vopred nahlásené podujatie,Hudobný festival Starlight,203,Počas podujatia došlo k nepredvídaným komplikáciám.
975,2024-08-03 08:27:00.000000,2024-08-03 09:12:59.000000,Neočakávané podujatie,Havária vodovodného potrubia,168,Podujatie malo pozitívny ohlas v médiách.
976,2024-08-09 08:05:00.000000,2024-08-09 08:45:40.000000,Súkromná udalosť,Firemný teambuilding,44,Nahlásené menšie technické problémy.
977,2024-03-03 15:33:00.000000,2024-03-03 16:21:12.000000,Súkromná udalosť,Rodinné stretnutie v parku,53,Podujatie malo pozitívny ohlas v médiách.
978,2024-02-11 19:44:00.000000,2024-02-11 20:24:39.000000,Mimoriadna udalosť,Policajná operácia v centre,97,Počas podujatia došlo k nepredvídaným komplikáciám.
979,2024-12-31 14:42:00.000000,2024-12-31 15:22:46.000000,Súkromná udalosť,Firemný teambuilding,46,Počas podujatia došlo k nepredvídaným komplikáciám.
980,2024-05-08 09:02:00.000000,2024-05-08 09:43:02.000000,Neočakávané podujatie,Náhly výpadok elektriny,103,Počas podujatia došlo k nepredvídaným komplikáciám.
981,2024-06-26 19:16:00.000000,2024-06-26 20:04:53.000000,Neočakávané podujatie,Náhly výpadok elektriny,112,Z bezpečnostných dôvodov boli prijaté opatrenia.
982,2024-08-14 10:01:00.000000,2024-08-14 10:45:39.000000,Športové podujatie,Svetový šampionát v plávaní,1240,"Veľký záujem verejnosti, vysoká účasť."
983,2024-11-17 08:10:00.000000,2024-11-17 08:57:01.000000,Kultúrne podujatie,Letný filmový festival,1362,"Veľký záujem verejnosti, vysoká účasť."
984,2024-07-18 12:08:00.000000,2024-07-18 12:56:05.000000,Kultúrne podujatie,Stand-up comedy večer,916,Podujatie malo pozitívny ohlas v médiách.
985,2024-11-10 13:46:00.000000,2024-11-10 14:30:35.000000,Vzdelávacie podujatie,Kurz finančnej gramotnosti,363,Podujatie prebiehalo bez incidentov.
986,2024-03-24 18:28:00.000000,2024-03-24 19:17:41.000000,Vzdelávacie podujatie,Hackathon pre študentov,443,Nahlásené menšie technické problémy.
987,2024-12-11 14:12:00.000000,2024-12-11 14:57:24.000000,Vopred nahlásené podujatie,Celomestská dobrovoľnícka akcia,682,Nahlásené menšie technické problémy.
988,2024-07-06 10:07:00.000000,2024-07-06 10:49:29.000000,Športové podujatie,Hokejový zápas finále ligy,3806,Nahlásené menšie technické problémy.
989,2024-08-09 09:08:00.000000,2024-08-09 09:54:28.000000,Športové podujatie,Bežecká súťaž na 10 km,3057,Podujatie malo pozitívny ohlas v médiách.
990,2025-01-20 13:21:00.000000,2025-01-20 14:05:21.000000,Súkromná udalosť,Rodinné stretnutie v parku,63,Podujatie prebiehalo bez incidentov.
991,2024-05-07 11:28:00.000000,2024-05-07 12:13:10.000000,Súkromná udalosť,Rodinné stretnutie v parku,50,Podujatie malo pozitívny ohlas v médiách.
992,2024-02-25 18:45:00.000000,2024-02-25 19:33:21.000000,Politické a spoločenské podujatie,Pochod za práva žien,2620,Nahlásené menšie technické problémy.
993,2024-06-24 16:25:00.000000,2024-06-24 17:07:22.000000,Mimoriadna udalosť,Policajná operácia v centre,835,Podujatie malo pozitívny ohlas v médiách.
994,2024-08-09 11:55:00.000000,2024-08-09 12:38:06.000000,Súkromná udalosť,Rodinné stretnutie v parku,25,Nahlásené menšie technické problémy.
995,2024-11-08 08:46:00.000000,2024-11-08 09:33:52.000000,Športové podujatie,Bežecká súťaž na 10 km,4141,Nahlásené menšie technické problémy.
996,2024-05-06 09:27:00.000000,2024-05-06 10:08:33.000000,Verejná akcia,Svetový deň dobrovoľníctva,715,Nahlásené menšie technické problémy.
997,2024-07-16 10:55:00.000000,2024-07-16 11:38:37.000000,Verejná akcia,Mestská diskusia so starostom,437,Nahlásené menšie technické problémy.
998,2024-12-12 10:24:00.000000,2024-12-12 11:06:55.000000,Mimoriadna udalosť,Policajná operácia v centre,106,Nahlásené menšie technické problémy.
999,2024-10-24 13:42:00.000000,2024-10-24 14:28:16.000000,Neočakávané podujatie,Dopravná nehoda na hlavnej ceste,193,Z bezpečnostných dôvodov boli prijaté opatrenia.
1000,2024-09-04 15:15:00.000000,2024-09-04 16:00:36.000000,Športové podujatie,Svetový šampionát v plávaní,3078,Nahlásené menšie technické problémy.
1001,2024-12-03 17:26:00.000000,2024-12-03 18:06:58.000000,Vopred nahlásené podujatie,Bežecký maratón mestom,151,Podujatie prebiehalo bez incidentov.
1002,2024-05-01 13:12:00.000000,2024-05-01 13:54:11.000000,Náboženské a duchovné podujatie,Veľkonočné stretnutie veriacich,486,Podujatie prebiehalo bez incidentov.
1003,2024-05-29 17:27:00.000000,2024-05-29 18:10:33.000000,Športové podujatie,Bežecká súťaž na 10 km,1276,Počas podujatia došlo k nepredvídaným komplikáciám.
396,2024-04-03 16:42:00.000000,2024-04-03 17:26:03.000000,Kultúrne podujatie,Výstava súčasného umenia,1164,"Veľký záujem verejnosti, vysoká účasť."
397,2024-03-11 12:55:00.000000,2024-03-11 13:36:36.000000,Verejná akcia,Svetový deň dobrovoľníctva,410,Počas podujatia došlo k nepredvídaným komplikáciám.
398,2025-01-25 15:44:00.000000,2025-01-25 16:29:05.000000,Športové podujatie,Hokejový zápas finále ligy,4179,Nahlásené menšie technické problémy.
399,2024-04-20 18:02:00.000000,2024-04-20 18:43:08.000000,Náboženské a duchovné podujatie,Meditačný workshop,738,Počas podujatia došlo k nepredvídaným komplikáciám.
400,2025-01-01 14:24:00.000000,2025-01-01 15:13:55.000000,Športové podujatie,Bežecká súťaž na 10 km,4074,Z bezpečnostných dôvodov boli prijaté opatrenia.
401,2024-09-26 15:35:00.000000,2024-09-26 16:24:48.000000,Mimoriadna udalosť,Zásah hasičov pri požiari,274,Nahlásené menšie technické problémy.
402,2024-07-28 07:58:00.000000,2024-07-28 08:39:55.000000,Mimoriadna udalosť,Policajná operácia v centre,720,Z bezpečnostných dôvodov boli prijaté opatrenia.
403,2024-03-09 13:02:00.000000,2024-03-09 13:46:04.000000,Športové podujatie,Medzinárodný futbalový turnaj,4299,Podujatie malo pozitívny ohlas v médiách.
404,2024-07-18 10:09:00.000000,2024-07-18 10:51:55.000000,Športové podujatie,Medzinárodný futbalový turnaj,3668,Počas podujatia došlo k nepredvídaným komplikáciám.
405,2024-08-01 17:02:00.000000,2024-08-01 17:45:10.000000,Kultúrne podujatie,Stand-up comedy večer,1488,"Veľký záujem verejnosti, vysoká účasť."
406,2024-12-24 16:50:00.000000,2024-12-24 17:36:40.000000,Kultúrne podujatie,Letný filmový festival,843,Počas podujatia došlo k nepredvídaným komplikáciám.
407,2025-02-10 11:02:11.950000,2025-02-10 11:46:11.950000,Vzdelávacie podujatie,Kurz finančnej gramotnosti,437,Podujatie prebiehalo bez incidentov.
408,2024-10-15 09:45:00.000000,2024-10-15 10:32:34.000000,Vopred nahlásené podujatie,Bežecký maratón mestom,254,Z bezpečnostných dôvodov boli prijaté opatrenia.
409,2024-05-31 12:59:00.000000,2024-05-31 13:47:56.000000,Verejná akcia,Mestská diskusia so starostom,443,Podujatie malo pozitívny ohlas v médiách.
410,2024-09-15 15:57:00.000000,2024-09-15 16:40:18.000000,Športové podujatie,Hokejový zápas finále ligy,1140,Počas podujatia došlo k nepredvídaným komplikáciám.
411,2025-02-07 13:46:00.000000,2025-02-07 14:26:57.000000,Kultúrne podujatie,Jazzový koncert v parku,1247,Nahlásené menšie technické problémy.
412,2024-09-20 17:08:00.000000,2024-09-20 17:50:22.000000,Športové podujatie,Hokejový zápas finále ligy,4968,Z bezpečnostných dôvodov boli prijaté opatrenia.
413,2024-07-30 12:59:00.000000,2024-07-30 13:47:33.000000,Politické a spoločenské podujatie,Debata o klimatických zmenách,696,"Veľký záujem verejnosti, vysoká účasť."
414,2024-07-16 18:32:00.000000,2024-07-16 19:15:50.000000,Mimoriadna udalosť,Zásah hasičov pri požiari,484,Podujatie malo pozitívny ohlas v médiách.
415,2024-10-15 12:42:00.000000,2024-10-15 13:22:44.000000,Verejná akcia,Pouličný trh a remeslá,217,Nahlásené menšie technické problémy.
416,2024-11-03 11:16:00.000000,2024-11-03 12:06:01.000000,Verejná akcia,Letný mestský piknik,283,Počas podujatia došlo k nepredvídaným komplikáciám.
417,2024-06-17 17:59:00.000000,2024-06-17 18:48:52.000000,Súkromná udalosť,Rodinné stretnutie v parku,96,Nahlásené menšie technické problémy.
418,2024-04-14 18:44:00.000000,2024-04-14 19:33:11.000000,Športové podujatie,Svetový šampionát v plávaní,3792,Nahlásené menšie technické problémy.
419,2024-08-17 12:18:00.000000,2024-08-17 12:59:20.000000,Náboženské a duchovné podujatie,Veľkonočné stretnutie veriacich,558,Nahlásené menšie technické problémy.
420,2024-12-11 08:38:00.000000,2024-12-11 09:23:01.000000,Súkromná udalosť,Rodinné stretnutie v parku,54,Z bezpečnostných dôvodov boli prijaté opatrenia.
421,2024-08-20 15:27:00.000000,2024-08-20 16:15:36.000000,Športové podujatie,Národný šachový turnaj,2395,Nahlásené menšie technické problémy.
422,2024-03-26 08:01:00.000000,2024-03-26 08:48:23.000000,Športové podujatie,Svetový šampionát v plávaní,3309,Z bezpečnostných dôvodov boli prijaté opatrenia.
423,2024-10-24 18:05:00.000000,2024-10-24 18:47:16.000000,Súkromná udalosť,Firemný teambuilding,35,Počas podujatia došlo k nepredvídaným komplikáciám.
424,2024-06-25 13:12:00.000000,2024-06-25 13:58:44.000000,Verejná akcia,Mestská diskusia so starostom,691,Podujatie prebiehalo bez incidentov.
425,2024-11-03 15:29:00.000000,2024-11-03 16:13:54.000000,Súkromná udalosť,Firemný teambuilding,38,Podujatie prebiehalo bez incidentov.
426,2024-08-04 08:38:00.000000,2024-08-04 09:23:09.000000,Neočakávané podujatie,Náhly výpadok elektriny,184,Počas podujatia došlo k nepredvídaným komplikáciám.
427,2024-08-17 19:34:00.000000,2024-08-17 20:18:18.000000,Športové podujatie,Hokejový zápas finále ligy,3206,Z bezpečnostných dôvodov boli prijaté opatrenia.
428,2024-06-23 13:19:00.000000,2024-06-23 14:06:06.000000,Vzdelávacie podujatie,Hackathon pre študentov,317,Podujatie malo pozitívny ohlas v médiách.
429,2024-11-22 08:57:00.000000,2024-11-22 09:39:35.000000,Vopred nahlásené podujatie,Otvorenie novej galérie,560,Počas podujatia došlo k nepredvídaným komplikáciám.
430,2024-07-13 10:36:00.000000,2024-07-13 11:25:52.000000,Športové podujatie,Svetový šampionát v plávaní,2989,Podujatie malo pozitívny ohlas v médiách.
431,2024-06-03 09:51:00.000000,2024-06-03 10:39:28.000000,Vzdelávacie podujatie,Workshop digitálneho marketingu,488,Počas podujatia došlo k nepredvídaným komplikáciám.
432,2024-06-06 18:48:00.000000,2024-06-06 19:33:22.000000,Náboženské a duchovné podujatie,Ekumenická bohoslužba,408,"Veľký záujem verejnosti, vysoká účasť."
433,2024-05-02 19:09:00.000000,2024-05-02 19:58:57.000000,Športové podujatie,Svetový šampionát v plávaní,2182,Z bezpečnostných dôvodov boli prijaté opatrenia.
434,2024-12-30 13:05:00.000000,2024-12-30 13:49:27.000000,Mimoriadna udalosť,Zásah hasičov pri požiari,454,Podujatie prebiehalo bez incidentov.
435,2024-05-24 18:25:00.000000,2024-05-24 19:07:59.000000,Športové podujatie,Národný šachový turnaj,4777,Nahlásené menšie technické problémy.
436,2024-12-17 16:04:00.000000,2024-12-17 16:49:34.000000,Kultúrne podujatie,Jazzový koncert v parku,948,Z bezpečnostných dôvodov boli prijaté opatrenia.
437,2024-07-21 14:46:00.000000,2024-07-21 15:28:49.000000,Neočakávané podujatie,Náhly výpadok elektriny,136,Podujatie malo pozitívny ohlas v médiách.
438,2025-01-19 10:43:00.000000,2025-01-19 11:31:15.000000,Neočakávané podujatie,Náhla evakuácia budovy,29,Nahlásené menšie technické problémy.
439,2025-01-24 14:03:00.000000,2025-01-24 14:48:48.000000,Náboženské a duchovné podujatie,Ekumenická bohoslužba,954,Nahlásené menšie technické problémy.
440,2024-08-16 18:24:00.000000,2024-08-16 19:07:02.000000,Neočakávané podujatie,Náhla evakuácia budovy,56,Podujatie prebiehalo bez incidentov.
441,2025-01-18 13:46:00.000000,2025-01-18 14:30:12.000000,Súkromná udalosť,Svadobná hostina,39,Podujatie malo pozitívny ohlas v médiách.
442,2024-09-10 12:55:00.000000,2024-09-10 13:39:23.000000,Verejná akcia,Pouličný trh a remeslá,62,Z bezpečnostných dôvodov boli prijaté opatrenia.
443,2024-06-11 16:43:00.000000,2024-06-11 17:24:37.000000,Súkromná udalosť,Rodinné stretnutie v parku,16,Nahlásené menšie technické problémy.
444,2024-08-18 17:09:00.000000,2024-08-18 17:50:50.000000,Náboženské a duchovné podujatie,Meditačný workshop,504,Podujatie malo pozitívny ohlas v médiách.
445,2024-09-05 13:49:00.000000,2024-09-05 14:33:05.000000,Vopred nahlásené podujatie,Otvorenie novej galérie,864,Podujatie prebiehalo bez incidentov.
446,2024-12-25 11:11:00.000000,2024-12-25 11:52:37.000000,Športové podujatie,Hokejový zápas finále ligy,3657,Z bezpečnostných dôvodov boli prijaté opatrenia.
447,2024-05-20 19:03:00.000000,2024-05-20 19:51:30.000000,Neočakávané podujatie,Náhla evakuácia budovy,159,Nahlásené menšie technické problémy.
448,2024-07-19 17:07:00.000000,2024-07-19 17:50:25.000000,Kultúrne podujatie,Výstava súčasného umenia,401,Podujatie prebiehalo bez incidentov.
449,2024-08-23 15:04:00.000000,2024-08-23 15:47:52.000000,Vzdelávacie podujatie,Workshop digitálneho marketingu,136,Podujatie malo pozitívny ohlas v médiách.
450,2024-10-03 14:19:00.000000,2024-10-03 15:04:31.000000,Mimoriadna udalosť,Výpadok komunikačných sietí,149,Z bezpečnostných dôvodov boli prijaté opatrenia.
451,2024-08-22 09:05:00.000000,2024-08-22 09:53:29.000000,Verejná akcia,Svetový deň dobrovoľníctva,208,Podujatie prebiehalo bez incidentov.
452,2024-12-27 14:47:00.000000,2024-12-27 15:30:03.000000,Mimoriadna udalosť,Výpadok komunikačných sietí,250,Podujatie prebiehalo bez incidentov.
453,2024-06-29 14:16:00.000000,2024-06-29 15:01:02.000000,Politické a spoločenské podujatie,Debata o klimatických zmenách,1074,Z bezpečnostných dôvodov boli prijaté opatrenia.
454,2025-01-10 10:10:00.000000,2025-01-10 10:52:38.000000,Kultúrne podujatie,Stand-up comedy večer,974,Z bezpečnostných dôvodov boli prijaté opatrenia.
455,2025-01-07 16:20:00.000000,2025-01-07 17:08:52.000000,Neočakávané podujatie,Dopravná nehoda na hlavnej ceste,50,Podujatie prebiehalo bez incidentov.
456,2024-12-10 13:19:00.000000,2024-12-10 14:05:35.000000,Kultúrne podujatie,Jazzový koncert v parku,981,Nahlásené menšie technické problémy.
457,2024-10-29 16:39:00.000000,2024-10-29 17:27:02.000000,Vzdelávacie podujatie,Workshop digitálneho marketingu,123,Nahlásené menšie technické problémy.
458,2024-11-15 12:00:00.000000,2024-11-15 12:41:03.000000,Kultúrne podujatie,Výstava súčasného umenia,823,"Veľký záujem verejnosti, vysoká účasť."
459,2024-11-02 19:42:00.000000,2024-11-02 20:26:55.000000,Verejná akcia,Pouličný trh a remeslá,220,Počas podujatia došlo k nepredvídaným komplikáciám.
460,2024-02-24 17:52:00.000000,2024-02-24 18:40:12.000000,Náboženské a duchovné podujatie,Veľkonočné stretnutie veriacich,580,Podujatie prebiehalo bez incidentov.
461,2024-04-01 16:33:00.000000,2024-04-01 17:19:11.000000,Neočakávané podujatie,Dopravná nehoda na hlavnej ceste,172,"Veľký záujem verejnosti, vysoká účasť."
462,2025-01-02 17:58:00.000000,2025-01-02 18:47:22.000000,Súkromná udalosť,Firemný teambuilding,66,Počas podujatia došlo k nepredvídaným komplikáciám.
463,2024-12-12 10:10:00.000000,2024-12-12 10:53:00.000000,Verejná akcia,Mestská diskusia so starostom,989,Počas podujatia došlo k nepredvídaným komplikáciám.
464,2024-12-21 14:23:00.000000,2024-12-21 15:04:51.000000,Vzdelávacie podujatie,Kurz finančnej gramotnosti,370,Podujatie prebiehalo bez incidentov.
465,2024-10-29 11:33:00.000000,2024-10-29 12:17:52.000000,Náboženské a duchovné podujatie,Ekumenická bohoslužba,316,Podujatie malo pozitívny ohlas v médiách.
466,2024-11-15 08:01:00.000000,2024-11-15 08:42:47.000000,Neočakávané podujatie,Náhly výpadok elektriny,85,Nahlásené menšie technické problémy.
467,2025-01-31 17:54:00.000000,2025-01-31 18:39:14.000000,Vzdelávacie podujatie,Konferencia o ochrane životného prostredia,228,Z bezpečnostných dôvodov boli prijaté opatrenia.
468,2025-02-06 13:45:00.000000,2025-02-06 14:32:19.000000,Vzdelávacie podujatie,Workshop digitálneho marketingu,343,Nahlásené menšie technické problémy.
469,2024-11-13 08:42:00.000000,2024-11-13 09:23:36.000000,Neočakávané podujatie,Dopravná nehoda na hlavnej ceste,99,Nahlásené menšie technické problémy.
470,2024-07-29 18:05:00.000000,2024-07-29 18:53:04.000000,Politické a spoločenské podujatie,Verejná diskusia s prezidentom,535,Nahlásené menšie technické problémy.
471,2024-04-19 18:23:00.000000,2024-04-19 19:07:18.000000,Kultúrne podujatie,Jazzový koncert v parku,224,"Veľký záujem verejnosti, vysoká účasť."
472,2024-07-24 19:48:00.000000,2024-07-24 20:34:06.000000,Verejná akcia,Mestská diskusia so starostom,414,"Veľký záujem verejnosti, vysoká účasť."
473,2025-01-10 15:07:00.000000,2025-01-10 15:49:10.000000,Verejná akcia,Mestská diskusia so starostom,710,Podujatie prebiehalo bez incidentov.
474,2024-08-21 19:06:00.000000,2024-08-21 19:52:52.000000,Športové podujatie,Národný šachový turnaj,2143,Počas podujatia došlo k nepredvídaným komplikáciám.
475,2024-08-28 16:46:00.000000,2024-08-28 17:27:40.000000,Súkromná udalosť,Rodinné stretnutie v parku,17,Nahlásené menšie technické problémy.
476,2024-07-11 14:24:00.000000,2024-07-11 15:07:08.000000,Politické a spoločenské podujatie,Verejná diskusia s prezidentom,2978,"Veľký záujem verejnosti, vysoká účasť."
477,2024-08-14 08:47:00.000000,2024-08-14 09:32:32.000000,Verejná akcia,Mestská diskusia so starostom,965,Z bezpečnostných dôvodov boli prijaté opatrenia.
478,2024-02-26 09:08:00.000000,2024-02-26 09:55:24.000000,Politické a spoločenské podujatie,Debata o klimatických zmenách,927,Z bezpečnostných dôvodov boli prijaté opatrenia.
479,2024-08-20 15:09:00.000000,2024-08-20 15:51:57.000000,Súkromná udalosť,Rodinné stretnutie v parku,39,"Veľký záujem verejnosti, vysoká účasť."
480,2024-07-15 11:15:00.000000,2024-07-15 11:59:56.000000,Politické a spoločenské podujatie,Debata o klimatických zmenách,1865,Nahlásené menšie technické problémy.
481,2024-02-14 09:59:00.000000,2024-02-14 10:41:25.000000,Politické a spoločenské podujatie,Protest proti korupcii,2345,"Veľký záujem verejnosti, vysoká účasť."
482,2025-01-28 16:47:00.000000,2025-01-28 17:34:15.000000,Neočakávané podujatie,Havária vodovodného potrubia,27,Z bezpečnostných dôvodov boli prijaté opatrenia.
483,2024-12-05 12:50:00.000000,2024-12-05 13:35:37.000000,Mimoriadna udalosť,Výpadok komunikačných sietí,384,Počas podujatia došlo k nepredvídaným komplikáciám.
484,2024-09-30 17:56:00.000000,2024-09-30 18:38:36.000000,Súkromná udalosť,Súkromná oslava narodenín,64,Podujatie malo pozitívny ohlas v médiách.
485,2024-03-01 18:18:00.000000,2024-03-01 18:59:17.000000,Športové podujatie,Národný šachový turnaj,1363,Nahlásené menšie technické problémy.
486,2024-12-07 14:29:00.000000,2024-12-07 15:17:45.000000,Politické a spoločenské podujatie,Pochod za práva žien,2758,Počas podujatia došlo k nepredvídaným komplikáciám.
487,2024-10-22 10:44:00.000000,2024-10-22 11:33:12.000000,Vzdelávacie podujatie,Prednáška o umelej inteligencii,257,"Veľký záujem verejnosti, vysoká účasť."
488,2024-07-14 12:53:00.000000,2024-07-14 13:39:45.000000,Kultúrne podujatie,Stand-up comedy večer,296,Nahlásené menšie technické problémy.
489,2024-05-24 12:27:00.000000,2024-05-24 13:09:05.000000,Verejná akcia,Svetový deň dobrovoľníctva,549,Podujatie malo pozitívny ohlas v médiách.
490,2024-07-14 16:39:00.000000,2024-07-14 17:27:23.000000,Mimoriadna udalosť,Policajná operácia v centre,997,Z bezpečnostných dôvodov boli prijaté opatrenia.
491,2024-02-26 10:28:00.000000,2024-02-26 11:14:12.000000,Náboženské a duchovné podujatie,Ekumenická bohoslužba,519,"Veľký záujem verejnosti, vysoká účasť."
492,2024-04-02 10:35:00.000000,2024-04-02 11:18:39.000000,Vzdelávacie podujatie,Kurz finančnej gramotnosti,312,Podujatie prebiehalo bez incidentov.
493,2024-10-13 14:41:00.000000,2024-10-13 15:26:50.000000,Verejná akcia,Mestská diskusia so starostom,625,Počas podujatia došlo k nepredvídaným komplikáciám.
494,2024-06-21 15:11:00.000000,2024-06-21 15:55:00.000000,Verejná akcia,Mestská diskusia so starostom,67,Z bezpečnostných dôvodov boli prijaté opatrenia.
495,2024-04-05 16:28:00.000000,2024-04-05 17:10:07.000000,Neočakávané podujatie,Náhla evakuácia budovy,155,Počas podujatia došlo k nepredvídaným komplikáciám.
496,2024-10-16 09:21:00.000000,2024-10-16 10:10:24.000000,Vzdelávacie podujatie,Prednáška o umelej inteligencii,410,Z bezpečnostných dôvodov boli prijaté opatrenia.
497,2024-12-11 12:45:00.000000,2024-12-11 13:30:23.000000,Verejná akcia,Letný mestský piknik,803,Z bezpečnostných dôvodov boli prijaté opatrenia.
498,2024-09-30 12:18:00.000000,2024-09-30 13:01:17.000000,Vopred nahlásené podujatie,Otvorenie novej galérie,627,Z bezpečnostných dôvodov boli prijaté opatrenia.
499,2024-09-02 18:49:00.000000,2024-09-02 19:31:16.000000,Verejná akcia,Svetový deň dobrovoľníctva,640,Z bezpečnostných dôvodov boli prijaté opatrenia.
500,2024-02-16 11:26:00.000000,2024-02-16 12:13:18.000000,Verejná akcia,Mestská diskusia so starostom,898,Podujatie prebiehalo bez incidentov.
501,2024-03-17 16:54:00.000000,2024-03-17 17:37:37.000000,Súkromná udalosť,Súkromná oslava narodenín,32,Podujatie malo pozitívny ohlas v médiách.
502,2024-06-08 19:05:00.000000,2024-06-08 19:46:39.000000,Verejná akcia,Pouličný trh a remeslá,910,"Veľký záujem verejnosti, vysoká účasť."
503,2024-09-02 14:07:00.000000,2024-09-02 14:56:06.000000,Vopred nahlásené podujatie,Bežecký maratón mestom,718,Podujatie malo pozitívny ohlas v médiách.
504,2024-12-13 08:16:00.000000,2024-12-13 09:05:43.000000,Neočakávané podujatie,Náhly výpadok elektriny,57,Nahlásené menšie technické problémy.
505,2024-07-28 16:53:00.000000,2024-07-28 17:39:24.000000,Mimoriadna udalosť,Zásah hasičov pri požiari,149,Počas podujatia došlo k nepredvídaným komplikáciám.
506,2024-10-04 13:59:00.000000,2024-10-04 14:42:09.000000,Verejná akcia,Mestská diskusia so starostom,609,Z bezpečnostných dôvodov boli prijaté opatrenia.
507,2024-08-19 16:04:00.000000,2024-08-19 16:53:29.000000,Náboženské a duchovné podujatie,Ekumenická bohoslužba,469,Z bezpečnostných dôvodov boli prijaté opatrenia.
508,2024-05-27 11:55:00.000000,2024-05-27 12:44:18.000000,Politické a spoločenské podujatie,Tlačová konferencia vládneho predstaviteľa,2157,Z bezpečnostných dôvodov boli prijaté opatrenia.
509,2024-07-28 08:58:00.000000,2024-07-28 09:47:30.000000,Mimoriadna udalosť,Hromadná dopravná nehoda,703,Podujatie prebiehalo bez incidentov.
510,2024-05-09 09:18:00.000000,2024-05-09 10:05:58.000000,Mimoriadna udalosť,Výpadok komunikačných sietí,70,"Veľký záujem verejnosti, vysoká účasť."
511,2025-01-25 19:29:00.000000,2025-01-25 20:11:29.000000,Neočakávané podujatie,Náhla evakuácia budovy,140,Nahlásené menšie technické problémy.
