07631,PO,Streda nad Bodrogom
12439,BB,Berlin
90861,KE,Popudinske Mocidlany
37001,PP,Ceske Budejovice
08263,BJ,Jarovnice
73802,PP,Frydek-Mistek
01704,HC,Sebestanova 169
03603,ZV,Martin
92065,BA,Sasinkovo
97202,BJ,Opatovce nad Nitrou
69163,NR,Velke Nemnice
01314,KE,Kamenna Poruba
78313,PM,Stepanov
02801,BJ,Trstena
03221,HC,Bobrovec
05314,NR,Dravce
02404,IL,Kysucke Nove Mesto
90201,HC,Pezinok
03853,PP,Turany
97231,KE,Raztocno
96671,RK,Horne Hamre
07643,BJ,Cierna nad Tisou
92203,KE,Vrbove
90701,BB,Myjava
01816,PM,Domaniza
90602,NR,Dojc
05941,TT,Tatranska Strba
94067,BA,Nove Zamky
02955,KE,Novot
25268,PM,Knezeves
03842,HC,Pribovce
03473,MI,Liptovska Osada
95638,BB,Sisov
68754,BJ,Banov
06745,BM,Topolovka
08212,TN,Kapusany pri Presove
95621,TN,Jacovce
08646,PP,Hankovce
05960,BA,Tatranska Lomnica
04000,HC,Kosice 3
97661,LV,Lucatin
94131,HC,Branovo
04012,KE,Kosice 12
96652,MT,Tekovska Breznica
03406,BA,Ruzomberok
09433,PP,Vysny Zipov
82101,ZA,Bratislava
95613,IL,Koniarovce
91307,ZV,Bosaca
96206,LV,Detvianska Huta
91333,NR,Horna Suca
94121,IL,Komoca
03811,PM,Bela - Dulice
91108,BM,Trencin
91104,PO,Trencin
09303,KE,Vranov nad Toplou
82102,ZV,Bratislava
95634,PK,Ostratice
