1343,2024-02-18 09:41:00.000000,2024-02-18 09:41:11.000000,2024-02-18 09:43:34.000000,Volajúci ukončil hovor,Stredná,Leopoldov,44,2388
1344,2024-09-30 08:35:00.000000,2024-09-30 08:35:14.000000,2024-09-30 08:38:33.000000,Dispečer ukončil hovor,Stredná,Necpaly,16,1373
1345,2024-10-03 14:26:00.000000,2024-10-03 14:26:07.000000,2024-10-03 14:35:06.000000,Dispečer ukončil hovor,Nízka,Frickovce,100,860
1346,2024-05-12 17:31:00.000000,2024-05-12 17:31:10.000000,2024-05-12 17:39:22.000000,Dispečer ukončil hovor,Nízka,Chocholna-Velcice,22,2145
1347,2024-03-17 12:33:00.000000,2024-03-17 12:33:11.000000,2024-03-17 12:40:12.000000,Dispečer ukončil hovor,Nízka,Trebisov,21,2049
1348,2024-09-02 18:59:00.000000,2024-09-02 18:59:05.000000,2024-09-02 19:01:16.000000,Dispečer ukončil hovor,Stredná,Ruzomberok,91,2730
1349,2024-05-20 11:38:00.000000,2024-05-20 11:38:02.000000,2024-05-20 11:39:37.000000,Volajúci ukončil hovor,Vysoká,Banska Stiavnica,69,1031
1350,2024-07-08 09:04:00.000000,2024-07-08 09:04:08.000000,2024-07-08 09:06:01.000000,Dispečer ukončil hovor,Žiadna,Nove Zamky,44,502
1351,2024-10-08 09:38:00.000000,2024-10-08 09:38:14.000000,2024-10-08 09:40:17.000000,Dispečer ukončil hovor,Žiadna,Trencin,49,2868
1352,2025-01-19 13:47:00.000000,2025-01-19 13:47:13.000000,2025-01-19 13:55:24.000000,Volajúci ukončil hovor,Žiadna,Horna Stubna,99,2512
1353,2024-06-29 11:55:00.000000,2024-06-29 11:55:07.000000,2024-06-29 11:57:33.000000,Volajúci ukončil hovor,Vysoká,Zakamenne,66,1840
1354,2024-12-26 15:02:00.000000,2024-12-26 15:02:06.000000,2024-12-26 15:08:31.000000,Dispečer ukončil hovor,Stredná,Vycapy - Opatovce,47,1779
1355,2025-01-06 18:10:00.000000,2025-01-06 18:10:06.000000,2025-01-06 18:11:01.000000,Volajúci ukončil hovor,Stredná,Rabcice,4,771
1356,2025-01-26 16:29:00.000000,2025-01-26 16:29:11.000000,2025-01-26 16:31:11.000000,Volajúci ukončil hovor,Nízka,Dolna Tizina,72,2267
1357,2024-05-11 13:41:00.000000,2024-05-11 13:41:12.000000,2024-05-11 13:50:03.000000,Volajúci ukončil hovor,Nízka,Krupina,50,2339
1358,2024-12-24 11:24:00.000000,2024-12-24 11:24:14.000000,2024-12-24 11:26:50.000000,Dispečer ukončil hovor,Stredná,Louka,34,233
1359,2024-10-10 10:43:00.000000,2024-10-10 10:43:04.000000,2024-10-10 10:47:11.000000,Volajúci ukončil hovor,Stredná,Bracovce,9,1603
1360,2024-02-14 10:09:00.000000,2024-02-14 10:09:03.000000,2024-02-14 10:11:25.000000,Volajúci ukončil hovor,Vysoká,Sumperk,99,1545
1361,2024-10-22 18:50:00.000000,2024-10-22 18:50:12.000000,2024-10-22 18:57:04.000000,"Chyba (strata signálu, vybitá batéria)",Stredná,Bolesov,23,1389
1362,2024-12-11 13:32:00.000000,2024-12-11 13:32:14.000000,2024-12-11 13:35:06.000000,Volajúci ukončil hovor,Stredná,Pochabany-Velke Host,90,1910
1363,2024-05-11 13:21:00.000000,2024-05-11 13:21:05.000000,2024-05-11 13:30:35.000000,Dispečer ukončil hovor,Nízka,Chmelnica,82,2089
1364,2025-01-01 17:20:00.000000,2025-01-01 17:20:06.000000,2025-01-01 17:23:20.000000,"Chyba (strata signálu, vybitá batéria)",Stredná,Lucenec,39,2430
1365,2024-02-19 16:21:00.000000,2024-02-19 16:21:13.000000,2024-02-19 16:27:01.000000,Dispečer ukončil hovor,Stredná,Dolni Lomna,68,1146
1366,2025-02-09 16:58:00.000000,2025-02-09 16:58:10.000000,2025-02-09 17:02:15.000000,Dispečer ukončil hovor,Nízka,Zilina,39,1412
1367,2024-03-04 18:42:00.000000,2024-03-04 18:42:02.000000,2024-03-04 18:48:59.000000,Volajúci ukončil hovor,Nízka,Dubove,35,2562
1368,2024-11-08 08:42:00.000000,2024-11-08 08:42:09.000000,2024-11-08 08:46:42.000000,Dispečer ukončil hovor,Nízka,Borsky Mikulas,43,875
1369,2024-10-10 09:17:00.000000,2024-10-10 09:17:15.000000,2024-10-10 09:20:51.000000,Dispečer ukončil hovor,Stredná,Mutne,53,1869
1796,2024-11-28 14:19:00.000000,2024-11-28 14:19:03.000000,2024-11-28 14:28:18.000000,Volajúci ukončil hovor,Stredná,Lietavska Lucka,94,966
1797,2025-01-21 18:41:00.000000,2025-01-21 18:41:04.000000,2025-01-21 18:47:04.000000,Volajúci ukončil hovor,Stredná,Bobot,18,451
1798,2024-06-26 18:29:00.000000,2024-06-26 18:29:14.000000,2024-06-26 18:38:01.000000,Dispečer ukončil hovor,Nízka,Rudnik,30,635
1799,2024-10-17 15:37:00.000000,2024-10-17 15:37:03.000000,2024-10-17 15:46:56.000000,Volajúci ukončil hovor,Nízka,Kovacova,56,1780
1800,2024-03-19 08:06:00.000000,2024-03-19 08:06:13.000000,2024-03-19 08:06:52.000000,"Chyba (strata signálu, vybitá batéria)",Nízka,Bratislava III.,20,1582
1801,2024-05-06 12:13:00.000000,2024-05-06 12:13:11.000000,2024-05-06 12:14:20.000000,Volajúci ukončil hovor,Stredná,Nabrezie,43,1668
1802,2024-04-09 12:19:00.000000,2024-04-09 12:19:08.000000,2024-04-09 12:21:54.000000,Volajúci ukončil hovor,Stredná,Cadca,49,890
1803,2024-03-31 11:56:00.000000,2024-03-31 11:56:02.000000,2024-03-31 11:58:26.000000,Dispečer ukončil hovor,Nízka,Studenka,59,1522
1804,2024-03-02 11:54:00.000000,2024-03-02 11:54:03.000000,2024-03-02 11:57:21.000000,Volajúci ukončil hovor,Stredná,Tabor,49,2250
1805,2024-09-30 08:17:00.000000,2024-09-30 08:17:09.000000,2024-09-30 08:21:29.000000,Volajúci ukončil hovor,Stredná,Svidnik,33,967
1806,2024-03-01 16:10:00.000000,2024-03-01 16:10:13.000000,2024-03-01 16:17:19.000000,Dispečer ukončil hovor,Stredná,Istebne,66,53
1807,2024-11-07 15:20:00.000000,2024-11-07 15:20:06.000000,2024-11-07 15:24:18.000000,Volajúci ukončil hovor,Stredná,Giraltovce,45,2126
1808,2024-06-23 15:16:00.000000,2024-06-23 15:16:05.000000,2024-06-23 15:18:38.000000,"Chyba (strata signálu, vybitá batéria)",Nízka,Liptovsky Jan,100,2772
1809,2024-11-30 11:07:00.000000,2024-11-30 11:07:02.000000,2024-11-30 11:13:43.000000,Dispečer ukončil hovor,Vysoká,Kmetovo,49,1503
1810,2024-03-26 15:53:00.000000,2024-03-26 15:53:01.000000,2024-03-26 15:58:03.000000,Dispečer ukončil hovor,Stredná,Povina,53,1951
1811,2024-12-11 14:22:00.000000,2024-12-11 14:22:10.000000,2024-12-11 14:27:24.000000,Volajúci ukončil hovor,Nízka,Velicna,72,276
1812,2024-04-22 08:22:00.000000,2024-04-22 08:22:11.000000,2024-04-22 08:31:00.000000,Volajúci ukončil hovor,Stredná,Kuty,58,2114
1813,2024-05-18 11:04:00.000000,2024-05-18 11:04:05.000000,2024-05-18 11:12:56.000000,Volajúci ukončil hovor,Nízka,Banska Stiavnica,63,1904
1814,2024-03-16 16:39:00.000000,2024-03-16 16:39:14.000000,2024-03-16 16:40:36.000000,Volajúci ukončil hovor,Stredná,Letanovce,17,724
1815,2024-06-05 18:26:00.000000,2024-06-05 18:26:09.000000,2024-06-05 18:29:58.000000,Volajúci ukončil hovor,Stredná,Raslavice,23,793
1816,2024-05-09 09:28:00.000000,2024-05-09 09:28:01.000000,2024-05-09 09:35:58.000000,Volajúci ukončil hovor,Nízka,Zbudske Dlhe,66,2238
1817,2025-02-09 08:33:00.000000,2025-02-09 08:33:07.000000,2025-02-09 08:39:21.000000,Volajúci ukončil hovor,Nízka,Nove Zamky,9,202
1818,2024-02-29 09:53:00.000000,2024-02-29 09:53:13.000000,2024-02-29 09:54:55.000000,Volajúci ukončil hovor,Vysoká,Horne Semerovce,13,374
1819,2024-11-19 18:21:00.000000,2024-11-19 18:21:05.000000,2024-11-19 18:27:04.000000,Volajúci ukončil hovor,Vysoká,Pribylina,12,889
1820,2024-11-04 17:57:00.000000,2024-11-04 17:57:08.000000,2024-11-04 18:04:03.000000,Volajúci ukončil hovor,Vysoká,Mula,92,321
1821,2024-08-05 18:19:00.000000,2024-08-05 18:19:07.000000,2024-08-05 18:28:50.000000,Volajúci ukončil hovor,Stredná,Kralovany,95,1610
1822,2024-12-12 09:36:00.000000,2024-12-12 09:36:06.000000,2024-12-12 09:39:31.000000,Volajúci ukončil hovor,Vysoká,Kunovice,20,2369
1823,2024-05-17 10:11:00.000000,2024-05-17 10:11:11.000000,2024-05-17 10:18:38.000000,Dispečer ukončil hovor,Stredná,Ilava,6,2530
1824,2024-02-26 10:38:00.000000,2024-02-26 10:38:10.000000,2024-02-26 10:44:12.000000,Volajúci ukončil hovor,Stredná,Nova Ves nad Zitavou,27,887
1825,2024-11-06 18:51:00.000000,2024-11-06 18:51:09.000000,2024-11-06 18:55:56.000000,Volajúci ukončil hovor,Nízka,Sebestanova 169,43,2846
1826,2025-01-01 11:47:00.000000,2025-01-01 11:47:06.000000,2025-01-01 11:49:42.000000,Dispečer ukončil hovor,Stredná,Svaty Kriz,66,1359
1827,2024-02-19 18:29:00.000000,2024-02-19 18:29:06.000000,2024-02-19 18:31:08.000000,Dispečer ukončil hovor,Žiadna,Ziar nad Hronom,78,2929
1828,2024-07-23 19:42:00.000000,2024-07-23 19:42:06.000000,2024-07-23 19:47:48.000000,Dispečer ukončil hovor,Nízka,Ziar Nad Hronom,54,2022
1829,2024-07-07 16:45:00.000000,2024-07-07 16:45:04.000000,2024-07-07 16:52:16.000000,Volajúci ukončil hovor,Stredná,Zakopcie,62,2804
1830,2024-04-27 11:05:00.000000,2024-04-27 11:05:12.000000,2024-04-27 11:13:34.000000,Dispečer ukončil hovor,Nízka,Zilina,61,2146
1831,2024-11-08 16:00:00.000000,2024-11-08 16:00:13.000000,2024-11-08 16:07:13.000000,Volajúci ukončil hovor,Vysoká,Velke Kapusany,43,1780
1832,2024-05-23 19:37:00.000000,2024-05-23 19:37:04.000000,2024-05-23 19:41:15.000000,Volajúci ukončil hovor,Nízka,Jasenica,47,749
1833,2024-04-14 18:33:00.000000,2024-04-14 18:33:13.000000,2024-04-14 18:37:26.000000,Volajúci ukončil hovor,Stredná,Bucany,100,1834
1834,2024-06-21 14:28:00.000000,2024-06-21 14:28:08.000000,2024-06-21 14:32:10.000000,Volajúci ukončil hovor,Vysoká,Lovca,18,209
1835,2024-06-03 17:20:00.000000,2024-06-03 17:20:09.000000,2024-06-03 17:20:55.000000,Volajúci ukončil hovor,Nízka,Kralovany,56,602
1836,2024-10-04 19:02:00.000000,2024-10-04 19:02:05.000000,2024-10-04 19:09:22.000000,Dispečer ukončil hovor,Stredná,Dolny Kubin,33,1530
1837,2024-03-13 18:23:00.000000,2024-03-13 18:23:07.000000,2024-03-13 18:27:26.000000,Dispečer ukončil hovor,Stredná,Visnove,62,2122
1838,2025-01-25 17:10:00.000000,2025-01-25 17:10:03.000000,2025-01-25 17:18:05.000000,Volajúci ukončil hovor,Stredná,Hanusovce nad Toplou,72,1960
1839,2025-02-06 11:17:00.000000,2025-02-06 11:17:13.000000,2025-02-06 11:23:35.000000,Dispečer ukončil hovor,Stredná,Dlha Ves,59,58
1840,2024-08-31 15:38:00.000000,2024-08-31 15:38:09.000000,2024-08-31 15:44:01.000000,Volajúci ukončil hovor,Nízka,Povazska Bystrica,13,594
1841,2024-09-30 12:28:00.000000,2024-09-30 12:28:12.000000,2024-09-30 12:31:17.000000,Volajúci ukončil hovor,Stredná,Klusov,9,1163
1842,2024-04-23 10:21:00.000000,2024-04-23 10:21:04.000000,2024-04-23 10:21:51.000000,Volajúci ukončil hovor,Nízka,Sarisske Bohdanovce,58,1667
1843,2024-07-09 18:22:00.000000,2024-07-09 18:22:10.000000,2024-07-09 18:31:11.000000,Volajúci ukončil hovor,Vysoká,Pliesovce,64,2640
1844,2024-09-28 17:28:00.000000,2024-09-28 17:28:10.000000,2024-09-28 17:30:39.000000,Volajúci ukončil hovor,Nízka,Komarno,29,1956
1845,2024-10-22 10:54:00.000000,2024-10-22 10:54:15.000000,2024-10-22 11:03:12.000000,Dispečer ukončil hovor,Stredná,Trencin 5,4,2789
1846,2024-05-28 13:32:00.000000,2024-05-28 13:32:04.000000,2024-05-28 13:32:35.000000,Volajúci ukončil hovor,Stredná,Liptovska Tepla,13,1399
1847,2024-08-17 12:28:00.000000,2024-08-17 12:28:06.000000,2024-08-17 12:29:20.000000,Volajúci ukončil hovor,Vysoká,Zvoncin,9,2893
1848,2024-06-26 18:56:00.000000,2024-06-26 18:56:09.000000,2024-06-26 19:02:14.000000,Dispečer ukončil hovor,Nízka,Velke Slemence,45,1113
1849,2024-12-27 14:57:00.000000,2024-12-27 14:57:02.000000,2024-12-27 15:00:03.000000,Volajúci ukončil hovor,Stredná,Dobra Niva,73,1108
1850,2025-01-22 18:10:00.000000,2025-01-22 18:10:15.000000,2025-01-22 18:13:10.000000,Volajúci ukončil hovor,Vysoká,Banov,82,1605
1851,2024-04-30 12:31:00.000000,2024-04-30 12:31:09.000000,2024-04-30 12:32:14.000000,Volajúci ukončil hovor,Nízka,Rakova,64,2617
1852,2024-02-19 09:49:00.000000,2024-02-19 09:49:06.000000,2024-02-19 09:56:51.000000,Volajúci ukončil hovor,Stredná,Slovenske Darmoty,77,1584
1853,2024-05-11 09:50:00.000000,2024-05-11 09:50:08.000000,2024-05-11 09:56:16.000000,Dispečer ukončil hovor,Stredná,Tatranska Lomnica,11,1251
1854,2024-06-09 08:08:00.000000,2024-06-09 08:08:06.000000,2024-06-09 08:14:58.000000,Dispečer ukončil hovor,Stredná,Vrable,63,1823
1855,2024-08-03 18:36:00.000000,2024-08-03 18:36:03.000000,2024-08-03 18:37:07.000000,Volajúci ukončil hovor,Žiadna,Hendrichovce,80,2572
1856,2024-05-14 16:54:00.000000,2024-05-14 16:54:11.000000,2024-05-14 17:01:24.000000,Dispečer ukončil hovor,Nízka,Bratislava,50,2761
1857,2024-04-12 18:44:00.000000,2024-04-12 18:44:01.000000,2024-04-12 18:52:39.000000,Volajúci ukončil hovor,Nízka,Lietava,62,896
1858,2024-05-12 08:15:00.000000,2024-05-12 08:15:07.000000,2024-05-12 08:21:04.000000,Dispečer ukončil hovor,Nízka,Kamenica nad Hronom,67,1230
1859,2024-07-25 08:05:00.000000,2024-07-25 08:05:01.000000,2024-07-25 08:13:17.000000,Volajúci ukončil hovor,Stredná,Krnov,97,2464
1860,2024-08-06 15:55:00.000000,2024-08-06 15:55:04.000000,2024-08-06 15:57:47.000000,Volajúci ukončil hovor,Nízka,Divina,80,1728
1861,2024-10-29 19:32:00.000000,2024-10-29 19:32:14.000000,2024-10-29 19:40:33.000000,Dispečer ukončil hovor,Stredná,Zelovce,47,434
1862,2024-07-14 13:03:00.000000,2024-07-14 13:03:10.000000,2024-07-14 13:09:45.000000,Volajúci ukončil hovor,Vysoká,Dolni Paseky,18,2277
1863,2024-05-06 13:23:00.000000,2024-05-06 13:23:11.000000,2024-05-06 13:24:20.000000,Volajúci ukončil hovor,Nízka,Kunova Teplica,52,1497
1864,2024-05-19 13:55:00.000000,2024-05-19 13:55:04.000000,2024-05-19 14:02:14.000000,Volajúci ukončil hovor,Stredná,Skacany,98,1586
1865,2024-02-12 11:42:00.000000,2024-02-12 11:42:10.000000,2024-02-12 11:50:30.000000,Dispečer ukončil hovor,Vysoká,Turie,11,674
1866,2024-05-30 18:29:00.000000,2024-05-30 18:29:03.000000,2024-05-30 18:33:44.000000,Volajúci ukončil hovor,Stredná,Zazriva,36,849
1867,2024-11-19 08:00:00.000000,2024-11-19 08:00:11.000000,2024-11-19 08:01:06.000000,Volajúci ukončil hovor,Vysoká,Hronovce,50,2724
1868,2024-05-20 19:13:00.000000,2024-05-20 19:13:12.000000,2024-05-20 19:21:30.000000,Volajúci ukončil hovor,Nízka,Nachod,50,257
1869,2024-12-27 18:15:00.000000,2024-12-27 18:15:04.000000,2024-12-27 18:17:43.000000,Dispečer ukončil hovor,Stredná,Jelsovce,77,1041
1870,2024-09-30 18:22:00.000000,2024-09-30 18:22:13.000000,2024-09-30 18:29:46.000000,Dispečer ukončil hovor,Stredná,Zlin,15,2228
1871,2024-10-24 13:52:00.000000,2024-10-24 13:52:11.000000,2024-10-24 13:58:16.000000,Dispečer ukončil hovor,Stredná,Spisske Podhradie,27,2072
1872,2025-01-12 19:15:00.000000,2025-01-12 19:15:05.000000,2025-01-12 19:23:02.000000,Volajúci ukončil hovor,Žiadna,Bratislava,86,364
1873,2024-04-18 16:52:00.000000,2024-04-18 16:52:14.000000,2024-04-18 16:55:21.000000,Volajúci ukončil hovor,Vysoká,Bratislava,70,1992
1874,2024-11-28 10:27:00.000000,2024-11-28 10:27:13.000000,2024-11-28 10:30:02.000000,Volajúci ukončil hovor,Stredná,Lipova,95,610
1875,2024-05-01 18:00:00.000000,2024-05-01 18:00:05.000000,2024-05-01 18:07:36.000000,Volajúci ukončil hovor,Stredná,Patrovec,68,613
1876,2024-05-08 14:54:00.000000,2024-05-08 14:54:14.000000,2024-05-08 15:03:00.000000,Volajúci ukončil hovor,Nízka,Klacno,20,1257
1877,2024-09-03 15:34:00.000000,2024-09-03 15:34:12.000000,2024-09-03 15:38:57.000000,Volajúci ukončil hovor,Vysoká,Martin,84,2528
1878,2024-03-10 12:01:00.000000,2024-03-10 12:01:06.000000,2024-03-10 12:06:38.000000,Volajúci ukončil hovor,Stredná,Mlynky,8,246
1879,2025-02-02 17:36:00.000000,2025-02-02 17:36:02.000000,2025-02-02 17:41:18.000000,Volajúci ukončil hovor,Nízka,Beharovce,71,1873
1880,2024-08-14 14:02:00.000000,2024-08-14 14:02:07.000000,2024-08-14 14:10:00.000000,Dispečer ukončil hovor,Stredná,Horny Hricov,73,2583
1881,2024-11-12 15:09:00.000000,2024-11-12 15:09:14.000000,2024-11-12 15:09:46.000000,Dispečer ukončil hovor,Stredná,Zubrohlava,77,2555
1882,2024-04-01 10:15:00.000000,2024-04-01 10:15:06.000000,2024-04-01 10:22:26.000000,Dispečer ukončil hovor,Žiadna,Diviaky nad Nitricou,71,982
